A      W     ID                  Mean time
256 	 16 	 7.912889336229962 	 0.1
256 	 16 	 7.912889336229962 	 2630.4
256 	 8  	 7.960001932068081 	 799.2
256 	 8  	 7.960001932068081 	 1024.5
256 	 32 	 7.813781191217037 	 1424.6
256 	 32 	 7.813781191217037 	 931.8
128 	 16 	 6.820178962415188 	 1324.4
128 	 16 	 6.820178962415188 	 1092.2
128 	 8  	 6.918863237274595 	 1074.7
128 	 8  	 6.918863237274595 	 916.9
128 	 32 	 6.599912842187128 	 1279.6
128 	 32 	 6.599912842187128 	 987.8
64  	 16 	 5.614709844115208 	 678.8
64  	 16 	 5.614709844115208 	 685.9
64  	 8  	 5.832890014164741 	 1011.6
64  	 8  	 5.832890014164741 	 719.7
64  	 32 	 5.044394119358453 	 742.9
64  	 32 	 5.044394119358453 	 565.7
